SAR,VIS
201333,1
201334,0
201335,2
201336,1
201337,2
201338,1
201339,0
201346,1
201369,1
201369,2
201370,0
201370,1
201371,0
201372,2
201373,1
201373,2
201374,0
201379,1
201380,1
201381,0
201381,2
201382,1
201382,2
201383,0
201383,1
201384,1
201384,2
201385,0
201385,1
201386,0
201386,2
201387,1
201388,0
201389,1
201390,0
201394,2
201395,1
201396,0
201397,0
201400,2
201401,1
201402,0
201414,0
201421,2
201424,1
201424,2
201425,0
201426,2
201427,2
201428,0
201428,1
201428,2
201429,0
201429,1
201430,1
201430,2
201431,0
201431,2
201432,1
201433,1
201434,0
201441,1
201450,2
201451,0
201451,2
201452,1
201453,0
201455,2
201456,0
201461,1
201462,0
201465,2
201466,0
201466,2
201467,1
201467,2
201468,0
201468,1
201468,2
201469,0
201469,1
201470,0
201470,1
201471,0
201471,1
201471,2
201472,0
201472,1
201472,2
201473,0
201473,1
201474,0
201474,2
201475,1
201475,2
201476,0
201476,1
201476,2
201477,0
201477,1
201478,0
201481,1
201481,2
201482,0
201482,1
201483,0
201484,2
201485,1
201486,2
201487,1
201488,0
201495,1
201518,1
201519,0
201521,2
201522,1
201522,2
201523,0
201524,2
201525,1
201526,0
201528,1
201529,1
201530,0
201530,2
201531,1
201531,2
201532,0
201532,1
201533,1
201533,2
201534,0
201534,1
201535,0
201535,2
201536,1
201537,0
201538,1
201539,0
201543,2
201544,1
201545,0
201546,0
201549,2
201550,1
201551,0
201563,0
201570,2
201573,1
201573,2
201574,0
201575,2
201576,2
201577,0
201577,1
201577,2
201578,0
201578,1
201579,1
201579,2
201580,0
201580,2
201581,1
201581,2
201582,0
201582,1
201583,0
201590,1
201599,2
201600,0
201600,2
201601,1
201601,2
201602,0
201602,1
201603,0
201604,2
201605,0
201610,2
201611,1
201612,0
201614,2
201615,0
201615,2
201616,1
201616,2
201617,0
201617,1
201617,2
201618,0
201618,1
201619,0
201619,1
201620,0
201620,1
201620,2
201621,0
201621,1
201621,2
201622,0
201622,1
201623,0
201623,2
201624,1
201624,2
201625,0
201625,2
201626,1
201627,0
201630,1
201630,2
201631,0
201631,1
201632,0
201633,2
201634,1
201644,1
201667,1
201668,0
201670,2
201671,1
201671,2
201672,0
201673,2
201674,1
201675,0
201677,1
201678,1
201679,0
201679,2
201680,1
201680,2
201681,0
201681,1
201682,1
201682,2
201683,0
201683,1
201684,0
201684,2
201685,1
201685,2
201686,0
201686,1
201692,0
201692,2
201693,1
201694,0
201695,0
201698,2
201699,1
201700,0
201714,2
201719,2
201722,1
201724,2
201725,2
201726,0
201726,1
201726,2
201727,1
201728,1
201728,2
201729,0
201729,2
201730,1
201731,1
201732,0
201748,2
201749,0
201749,2
201750,1
201751,0
201753,2
201754,0
201760,2
201761,1
201762,0
201763,2
201764,0
201764,2
201765,1
201765,2
201766,0
201766,1
201766,2
201767,0
201767,1
201768,0
201768,1
201769,0
201769,1
201769,2
201770,0
201770,1
201770,2
201771,0
201771,1
201772,0
201772,2
201773,1
201773,2
201774,0
201774,2
201775,1
201776,0
201779,1
201779,2
201780,0
201780,1
201781,0
201782,2
201783,1
201816,1
201817,0
201818,2
201819,1
201819,2
201820,0
201820,1
201822,2
201823,1
201824,0
201826,0
201827,0
201828,2
201829,1
201829,2
201830,0
201830,1
201831,1
201831,2
201832,0
201832,1
201833,0
201833,2
201834,1
201835,0
201841,2
201842,1
201843,0
201844,0
201847,2
201848,1
201849,0
201861,0
201867,2
201868,0
201868,2
201869,0
201870,2
201871,1
201873,2
201875,1
201876,1
201877,1
201877,2
201878,0
201878,2
201879,1
201880,1
201881,0
201888,1
201897,2
201898,0
201898,2
201899,1
201900,0
201912,2
201913,0
201913,2
201914,1
201914,2
201915,0
201915,1
201916,0
201917,1
201918,0
201918,1
201918,2
201919,0
201919,1
201919,2
201920,0
201920,1
201921,0
201921,2
201922,1
201922,2
201923,0
201923,1
201923,2
201924,0
201924,1
201925,0
201928,1
201928,2
201929,0
201929,1
201930,0
201931,2
201932,1
201941,2
201965,1
201966,0
201967,2
201968,1
201968,2
201969,0
201969,1
201971,2
201972,1
201973,0
201975,0
201976,0
201978,2
201979,1
201980,1
201980,2
201981,0
201981,1
201982,0
201982,2
201983,1
201984,0
201990,2
201991,1
201992,0
201993,0
201996,2
201997,1
201998,0
202019,2
202020,1
202024,1
202025,0
202025,1
202026,1
202026,2
202027,0
202027,2
202028,1
202029,1
202030,0
202034,1
202037,1
202046,2
202047,0
202047,2
202048,1
202048,2
202049,0
202049,1
202050,0
202051,2
202052,0
202057,2
202058,1
202059,0
202062,2
202063,1
202063,2
202064,0
202064,1
202065,0
202066,1
202067,0
202067,1
202067,2
202068,0
202068,1
202068,2
202069,0
202069,1
202070,0
202070,2
202071,1
202071,2
202072,0
202072,1
202072,2
202073,0
202073,1
202074,0
202075,2
202076,1
202077,1
202077,2
202078,0
202078,1
202079,0
202080,2
202081,1
202090,2
202114,1
202115,0
202116,2
202117,1
202117,2
202118,0
202118,1
202120,2
202121,1
202122,0
202124,0
202124,1
202125,0
202125,1
202126,0
202127,2
202128,1
202129,1
202129,2
202130,0
202130,1
202131,0
202131,2
202132,1
202132,2
202133,0
202133,1
202139,2
202140,1
202141,0
202142,0
202145,2
202146,1
202147,0
202163,2
202168,2
202169,1
202173,1
202174,0
202174,1
202175,1
202175,2
202176,0
202176,2
202177,1
202178,1
202179,0
202183,1
202186,1
202189,0
202195,2
202196,0
202196,2
202197,1
202198,0
202200,2
202201,0
202211,2
202212,1
202212,2
202213,0
202213,1
202214,0
202216,1
202216,2
202217,0
202217,1
202217,2
202218,0
202218,1
202219,0
202219,2
202220,1
202220,2
202221,0
202221,1
202221,2
202222,0
202222,1
202223,0
202224,2
202225,1
202226,1
202227,0
202229,2
202230,1
202266,2
202267,1
202273,0
202273,1
202274,0
202274,1
202275,0
202276,2
202277,1
202278,1
202278,2
202279,0
202279,1
202280,0
202280,2
202281,1
202282,0
202288,2
202289,1
202290,0
202291,0
202294,2
202295,1
202296,0
202318,1
202319,1
202322,1
202322,2
202323,0
202323,1
202324,1
202324,2
202325,0
202325,2
202326,1
202327,1
202328,0
202332,1
202335,1
202344,2
202345,0
202345,2
202346,1
202347,0
202349,2
202350,0
202356,2
202357,1
202358,0
202360,2
202361,1
202361,2
202362,0
202362,1
202362,2
202363,0
202363,1
202364,0
202364,1
202365,0
202365,1
202365,2
202366,0
202366,1
202366,2
202367,0
202367,1
202368,0
202368,2
202369,1
202370,1
202370,2
202371,0
202371,1
202372,0
202375,1
202375,2
202376,0
202376,1
202377,0
202378,2
202379,1
202422,0
202422,1
202423,0
202423,1
202424,0
202425,2
202426,1
202427,1
202427,2
202428,0
202428,1
202429,0
202429,2
202430,1
202430,2
202431,0
202431,1
202432,1
202433,0
202437,2
202438,1
202439,0
202440,0
202452,2
202467,1
202468,1
202471,1
202471,2
202472,1
202473,1
202473,2
202474,0
202474,2
202475,1
202476,1
202495,2
202496,1
202497,0
202498,2
202499,0
202505,2
202506,1
202507,0
202509,2
202510,1
202510,2
202511,0
202511,1
202512,0
202513,1
202514,0
202514,1
202514,2
202515,0
202515,1
202515,2
202516,0
202516,1
202517,0
202517,2
202518,1
202518,2
202519,0
202519,2
202520,1
202520,2
202521,0
202521,1
202522,0
202524,1
202524,2
202525,0
202525,1
202526,0
202527,2
202528,1
202539,1
202540,0
202542,2
202543,1
202544,0
202561,1
202562,0
202563,2
202564,1
202564,2
202565,0
202565,1
202565,2
202566,0
202566,1
202567,0
202571,0
202572,0
202574,2
202575,1
202576,1
202576,2
202577,0
202577,1
202578,0
202578,2
202579,1
202579,2
202580,0
202580,1
202586,2
202587,1
202588,0
202589,0
202601,2
202616,1
202619,2
202620,0
202620,1
202621,1
202622,1
202622,2
202623,0
202623,2
202624,1
202625,1
202626,0
202626,1
202644,2
202645,1
202646,0
202658,2
202659,1
202659,2
202660,0
202660,1
202660,2
202661,0
202661,1
202662,0
202662,1
202663,0
202663,1
202663,2
202664,0
202664,1
202664,2
202665,0
202665,1
202666,0
202666,2
202667,1
202667,2
202668,0
202668,1
202668,2
202669,0
202669,1
202669,2
202670,0
202670,1
202671,0
202672,2
202673,0
202673,1
202673,2
202674,0
202674,1
202675,0
202676,2
202677,1
202683,1
202684,0
202713,2
202714,1
202714,2
202715,0
202715,1
202716,0
202720,0
202720,1
202721,0
202721,1
202722,0
202723,2
202724,1
202725,1
202725,2
202726,0
202726,1
202727,0
202727,2
202728,1
202728,2
202729,0
202729,1
202735,2
202736,1
202737,0
202738,0
202764,2
202768,1
202768,2
202769,0
202769,1
202770,0
202770,1
202771,1
202771,2
202772,0
202772,2
202773,1
202774,1
202775,0
202776,1
202792,2
202793,1
202794,0
202806,2
202807,0
202807,2
202808,1
202808,2
202809,0
202809,1
202810,0
202811,1
202812,0
202812,1
202812,2
202813,0
202813,1
202813,2
202814,0
202814,1
202815,0
202815,2
202816,1
202816,2
202817,0
202817,2
202818,1
202818,2
202819,0
202819,1
202820,0
202821,2
202822,0
202822,1
202822,2
202823,0
202823,1
202824,0
202840,2
202841,1
202842,0
202859,1
202860,0
202861,2
202862,1
202862,2
202863,0
202863,1
202863,2
202864,0
202864,1
202865,0
202865,2
202866,1
202867,0
202869,0
202869,1
202870,0
202870,1
202871,0
202871,2
202872,1
202872,2
202873,0
202873,1
202874,1
202874,2
202875,0
202875,1
202876,0
202876,2
202877,1
202877,2
202878,0
202878,1
202884,2
202885,1
202886,0
202887,0
202914,2
202915,0
202916,2
202918,1
202919,0
202919,1
202920,1
202920,2
202921,0
202921,2
202922,1
202923,1
202924,0
202924,1
202925,1
202956,2
202957,1
202957,2
202958,0
202958,1
202959,0
202960,1
202961,0
202961,1
202961,2
202962,0
202962,1
202962,2
202963,0
202963,1
202964,0
202964,2
202965,1
202965,2
202966,0
202966,1
202966,2
202967,0
202967,1
202967,2
202968,0
202968,1
202969,0
202969,2
202970,1
202970,2
202971,0
202971,1
202971,2
202972,0
202972,1
202973,0
202987,2
202988,0
203008,1
203009,0
203010,2
203011,1
203011,2
203012,0
203012,1
203012,2
203013,0
203013,1
203014,0
203018,0
203019,0
203020,2
203021,1
203021,2
203022,0
203022,1
203023,1
203023,2
203024,0
203024,1
203025,0
203025,2
203026,1
203026,2
203027,0
203027,1
203033,2
203034,1
203035,0
203036,0
203065,2
203066,2
203067,0
203067,1
203068,0
203068,1
203069,1
203069,2
203070,0
203070,2
203071,1
203072,1
203083,0
203105,2
203106,1
203106,2
203107,0
203107,1
203108,0
203109,1
203110,0
203110,1
203110,2
203111,0
203111,1
203111,2
203112,0
203112,1
203113,0
203113,2
203114,1
203114,2
203115,0
203115,1
203115,2
203116,0
203116,1
203116,2
203117,0
203117,1
203118,0
203120,1
203120,2
203121,0
203121,1
203122,0
203157,1
203158,0
203160,2
203161,1
203161,2
203162,0
203163,2
203164,1
203165,0
203167,0
203168,0
203169,2
203170,1
203170,2
203171,0
203171,1
203172,1
203172,2
203173,0
203173,1
203174,0
203174,2
203175,1
203175,2
203176,0
203176,1
203182,2
203183,1
203184,0
203185,0
203206,2
203211,2
203212,2
203213,0
203214,2
203215,2
203216,0
203216,1
203216,2
203217,0
203217,1
203218,1
203218,2
203219,0
203219,2
203220,1
203221,1
203222,0
203232,0
203239,2
203240,1
203241,0
203254,2
203255,1
203255,2
203256,0
203256,1
203257,0
203258,1
203259,0
203259,1
203259,2
203260,0
203260,1
203260,2
203261,0
203261,1
203262,0
203262,2
203263,1
203263,2
203264,0
203264,1
203264,2
203265,0
203265,1
203265,2
203266,0
203266,1
203267,0
203269,1
203269,2
203270,0
203270,1
203271,0
203271,2
203272,1
203273,0
203274,2
203275,1
203276,0
203283,1
203306,1
203307,0
203309,2
203310,1
203310,2
203311,0
203316,0
203317,0
203318,2
203319,1
203319,2
203320,0
203320,1
203321,1
203321,2
203322,0
203322,1
203323,0
203323,2
203324,1
203324,2
203325,0
203325,1
203360,2
203361,1
203364,2
203365,0
203365,1
203366,0
203366,1
203367,1
203367,2
203368,0
203368,2
203369,1
203370,1
203371,1
203371,2
203372,0
203388,2
203389,1
203390,0
203403,2
203404,1
203404,2
203405,0
203405,1
203406,0
203408,1
203408,2
203409,0
203409,1
203409,2
203410,0
203410,1
203411,0
203411,2
203412,1
203412,2
203413,0
203413,1
203413,2
203414,0
203414,1
203414,2
203415,0
203415,1
203416,0
203417,2
203418,0
203418,1
203418,2
203419,0
203419,1
203420,0
203420,2
203421,1
203422,0
203423,2
203424,1
203425,0
203431,2
203434,2
203435,0
203455,1
203456,0
203458,2
203459,1
203459,2
203460,0
203465,0
203466,0
203468,2
203469,1
203470,1
203470,2
203471,0
203471,1
203472,0
203472,2
203473,1
203474,0
203478,2
203479,1
203480,2
203481,1
203482,0
203483,0
203509,2
203510,1
203514,1
203515,0
203515,1
203516,1
203516,2
203517,0
203517,2
203518,1
203520,1
203552,1
203552,2
203553,0
203553,1
203553,2
203554,0
203554,1
203555,0
203556,1
203557,0
203557,1
203557,2
203558,0
203558,1
203558,2
203559,0
203559,1
203560,0
203560,2
203561,1
203561,2
203562,0
203562,1
203562,2
203563,0
203563,1
203563,2
203564,0
203564,1
203565,0
203566,2
203567,0
203567,1
203567,2
203568,0
203568,1
203569,0
203572,2
203573,1
203574,0
203604,1
203605,0
203607,2
203608,1
203614,0
203615,0
203617,2
203618,1
203618,2
203619,0
203619,1
203619,2
203620,0
203620,1
203621,0
203621,2
203622,1
203623,0
203635,2
203636,1
203637,0
203646,0
203658,2
203659,1
203662,2
203663,0
203663,1
203664,1
203665,1
203665,2
203666,0
203666,2
203667,1
203668,1
203669,0
203669,1
203685,2
203686,0
203701,2
203702,1
203702,2
203703,0
203703,1
203704,0
203705,1
203706,0
203706,1
203706,2
203707,0
203707,1
203707,2
203708,0
203708,1
203709,0
203709,2
203710,1
203710,2
203711,0
203711,1
203711,2
203712,0
203712,1
203712,2
203713,0
203713,1
203714,0
203715,2
203716,0
203716,1
203716,2
203717,0
203717,1
203718,0
203721,2
203722,1
203723,0
203753,1
203754,0
203756,2
203757,1
203763,0
203764,0
203766,2
203767,1
203767,2
203768,0
203768,1
203768,2
203769,0
203769,1
203770,0
203770,2
203771,1
203772,0
203784,2
203785,1
203786,0
203802,1
203803,3
203811,4
203812,2
203813,1
203813,3
203813,5
203814,1
203814,2
203814,3
203814,4
203814,5
203815,0
203815,3
203815,4
203815,5
203816,0
203816,2
203816,3
203816,4
203817,1
203818,1
203818,2
203818,5
203819,1
203819,2
203819,3
203821,1
203822,2
203823,2
203826,2
203828,5
203829,1
203829,5
203830,0
203833,5
203834,1
203834,4
203839,3
203840,1
203841,3
203841,5
203842,0
203842,1
203843,1
203843,3
203843,5
203844,1
203844,2
203844,3
203844,4
203844,5
203845,0
203845,1
203845,2
203845,3
203845,4
203845,5
203846,0
203846,1
203846,3
203846,4
203847,4
203848,4
203848,5
203849,0
203849,1
203849,4
203850,2
203851,3
203851,5
203852,0
203856,3
203860,3
203868,3
203870,2
203870,3
203870,4
203873,3
203874,0
203874,4
203874,5
203875,0
203875,1
203875,2
203875,3
203876,2
203876,3
203876,4
203877,2
203878,5
203879,1
203879,4
203880,1
203880,3
203881,2
203881,4
203881,5
203882,0
203883,4
203884,0
203887,1
203892,4
203893,0
203897,3
203904,4
203906,1
203906,2
203906,5
203907,0
203907,1
203907,3
203907,5
203908,1
203908,2
203908,3
203908,4
203908,5
203909,0
203909,3
203909,4
203909,5
203910,0
203910,2
203911,1
203911,5
203912,0
203912,1
203912,2
203913,3
203914,3
203915,1
203915,3
203916,2
203917,2
203920,3
203923,4
203923,5
203924,0
203927,5
203928,1
203928,3
203928,4
203933,3
203934,1
203934,5
203935,0
203935,3
203935,5
203936,0
203936,1
203936,4
203937,0
203937,1
203937,5
203938,1
203938,2
203938,3
203938,4
203938,5
203939,0
203939,1
203939,2
203939,3
203939,4
203939,5
203940,0
203940,1
203940,3
203941,4
203942,5
203943,1
203943,4
203944,2
203944,3
203945,3
203945,5
203946,0
203946,3
203947,4
203948,0
203950,3
203961,5
203962,0
203962,3
203963,2
203963,5
203964,0
203964,2
203964,3
203964,4
203967,3
203968,0
203969,1
203969,2
203969,3
203970,2
203970,3
203970,4
203971,2
203972,5
203973,1
203973,4
203974,1
203975,2
203975,4
203975,5
203976,0
203977,2
203979,3
203981,1
203990,5
203991,0
203991,3
203999,4
204000,2
204000,4
204001,1
204001,3
204002,2
204002,3
204002,4
204002,5
204003,0
204003,3
204003,4
204003,5
204004,0
204004,4
204005,1
204006,1
204006,2
204006,4
204007,0
204007,3
204008,3
204009,1
204010,2
204011,2
204014,2
204016,5
204017,1
204017,4
204021,5
204022,1
204022,4
204024,5
204025,0
204027,3
204028,1
204028,4
204028,5
204029,0
204029,3
204029,5
204030,0
204030,1
204031,5
204032,1
204032,2
204032,3
204032,4
204033,1
204033,2
204033,3
204033,4
204033,5
204034,0
204034,1
204034,3
204034,4
204035,4
204036,5
204037,1
204037,4
204038,2
204039,3
204039,5
204040,0
204044,3
204045,1
204049,2
204056,3
204057,5
204058,0
204058,2
204058,3
204058,4
204061,3
204062,0
204063,2
204064,2
204064,3
204065,2
204066,5
204067,1
204067,4
204068,1
204069,2
204069,4
204069,5
204070,0
204072,2
204083,4
204085,3
204092,4
204093,3
204093,4
204094,1
204094,2
204094,4
204095,1
204095,3
204095,5
204096,1
204096,2
204096,3
204096,4
204097,3
204097,4
204097,5
204098,0
204098,3
204098,4
204099,5
204100,0
204100,1
204100,2
204100,4
204101,0
204101,3
204101,4
204102,3
204104,2
204104,5
204105,0
204109,4
204110,0
204110,5
204111,1
204114,1
204115,5
204116,1
204121,3
204122,1
204122,5
204123,0
204123,3
204123,5
204124,0
204124,1
204125,1
204125,5
204126,1
204126,2
204126,3
204126,4
204127,1
204127,2
204127,3
204127,4
204127,5
204128,0
204128,1
204128,3
204128,4
204129,4
204130,5
204131,1
204131,4
204132,2
204133,3
204133,5
204134,0
204134,3
204135,3
204135,4
204136,0
204138,3
204148,4
204150,1
204150,3
204152,2
204152,3
204152,4
204152,5
204153,0
204153,2
204154,5
204155,0
204156,4
204157,1
204157,2
204158,1
204158,2
204158,3
204159,2
204160,5
204161,1
204161,4
204163,2
204163,4
204163,5
204164,0
204179,3
204186,4
204187,4
204188,1
204188,2
204188,4
204189,1
204189,3
204190,2
204190,3
204190,4
204191,3
204191,4
204191,5
204192,0
204193,2
204194,1
204194,2
204194,4
204195,0
204195,4
204196,3
204198,2
204203,4
204204,0
204209,5
204210,1
204214,3
204215,3
204216,1
204216,4
204216,5
204217,0
204217,3
204217,5
204218,0
204218,1
204219,5
204220,1
204220,2
204220,3
204220,4
204221,1
204221,2
204221,3
204221,4
204221,5
204222,0
204222,1
204222,3
204222,4
204223,4
204224,5
204225,1
204225,4
204227,3
204227,5
204228,0
204229,3
204229,4
204230,0
204232,3
204237,2
204241,2
204244,1
204244,3
204244,5
204245,1
204246,2
204246,3
204246,4
204246,5
204247,0
204247,2
204248,5
204249,0
204249,3
204250,0
204251,1
204251,2
204251,3
204252,2
204252,3
204252,4
204253,2
204254,5
204255,1
204255,4
204257,2
204257,4
204257,5
204258,0
204261,4
204268,3
204273,3
204281,4
204282,1
204282,2
204283,1
204283,3
204284,2
204284,3
204284,4
204284,5
204285,0
204285,3
204285,4
204285,5
204286,0
204286,3
204287,2
204288,1
204288,2
204288,4
204289,0
204289,4
204291,2
204292,2
204292,5
204293,0
204294,5
204295,0
204303,5
204304,1
204309,3
204310,1
204310,2
204310,4
204311,3
204311,5
204312,0
204312,1
204312,4
204313,0
204313,1
204313,5
204314,1
204314,2
204314,3
204314,4
204315,1
204315,2
204315,3
204315,4
204315,5
204316,0
204316,1
204316,3
204316,4
204317,3
204317,4
204318,2
204318,5
204319,1
204319,3
204319,4
204321,5
204322,0
204326,3
204337,3
204338,1
204338,3
204340,3
204340,4
204342,1
204342,5
204343,0
204343,3
204344,0
204345,1
204345,2
204345,3
204346,2
204346,3
204347,2
204347,3
204348,4
204348,5
204349,0
204349,1
204349,4
204349,5
204350,0
204351,2
204351,4
204351,5
204352,0
204353,5
204354,1
204355,3
204355,4
204357,4
204362,3
204367,3
204369,3
204370,4
204373,2
204374,4
204375,4
204376,1
204376,2
204376,4
204377,1
204377,3
204378,2
204378,3
204378,4
204378,5
204379,0
204379,3
204379,4
204379,5
204380,0
204380,3
204380,4
204381,2
204382,1
204382,2
204382,4
204383,0
204384,1
204385,2
204386,2
204386,5
204387,0
204389,2
204392,5
204393,1
204397,5
204398,1
204403,3
204404,4
204404,5
204405,0
204405,3
204405,5
204406,0
204406,1
204407,1
204407,3
204407,5
204408,1
204408,2
204408,3
204408,4
204409,1
204409,2
204409,3
204409,4
204409,5
204410,0
204410,1
204410,3
204410,4
204412,2
204412,5
204413,1
204413,4
204415,5
204416,0
204420,3
204432,3
204434,3
204434,4
204436,1
204436,5
204437,0
204437,3
204437,4
204438,0
204438,1
204439,1
204439,2
204439,3
204440,1
204440,2
204440,3
204440,4
204441,2
204443,4
204443,5
204444,0
204445,2
204445,4
204445,5
204446,0
204447,3
204447,4
204448,0
204448,1
204449,3
204451,4
204461,3
204463,3
204464,4
204467,2
204469,4
204470,1
204470,2
204470,4
204471,1
204471,3
204472,2
204472,3
204472,4
204472,5
204473,0
204473,3
204473,4
204473,5
204474,0
204474,2
204474,3
204474,5
204475,0
204475,2
204476,1
204476,2
204476,4
204477,0
204478,1
204479,2
204480,2
204480,5
204481,0
204483,3
204486,5
204487,1
204490,1
204491,5
204492,1
204497,2
204499,2
204499,3
204499,4
204500,0
204500,1
204501,1
204501,5
204502,1
204502,2
204502,3
204502,4
204502,5
204503,0
204503,1
204503,2
204503,3
204503,4
204503,5
204504,0
204504,1
204504,3
204504,4
204505,1
204505,4
204506,2
204506,5
204507,1
204507,4
204508,2
204509,4
204510,0
204511,2
204514,3
204526,1
204526,3
204527,3
204527,4
204528,2
204528,3
204528,4
204529,4
204530,1
204530,5
204531,0
204531,3
204532,0
204533,1
204533,2
204533,3
204534,1
204534,2
204534,3
204534,4
204535,2
204535,3
204537,4
204539,3
204540,0
204541,2
204541,3
204542,0
204542,1
204545,5
204546,0
204555,3
204557,3
204560,2
204563,4
204564,1
204564,2
204564,3
204565,1
204565,2
204566,1
204566,2
204567,0
204567,2
204567,3
204568,0
204568,2
204570,1
204570,2
204570,3
204570,4
204571,0
204571,2
204571,3
204572,1
204573,4
204574,0
204574,1
204577,2
204577,3
204580,5
204581,1
204583,1
204583,3
204585,5
204586,1
204586,4
204591,2
204592,1
204592,4
204593,0
204593,2
204593,3
204593,4
204594,0
204595,1
204595,3
204595,5
204596,1
204596,2
204596,3
204596,4
204596,5
204597,0
204597,1
204597,3
204597,4
204597,5
204598,0
204598,1
204598,2
204598,3
204599,2
204599,3
204600,1
204600,2
204600,3
204601,0
204602,2
204603,4
204604,0
204604,1
204608,3
204609,2
204610,2
204618,5
204619,0
204619,5
204620,0
204620,1
204620,3
204621,3
204622,1
204622,2
204622,3
204624,1
204624,5
204625,0
204625,2
204626,0
204627,1
204627,2
204628,0
204628,1
204628,2
204628,3
204629,2
204630,5
204631,1
204631,4
204632,1
204633,2
204634,0
204648,5
204649,0
204649,3
204655,2
204658,1
204658,2
204659,0
204659,1
204660,1
204660,2
204661,0
204661,2
204662,2
204663,1
204664,0
204664,1
204665,2
204668,1
204670,3
204671,0
204671,2
204671,5
204672,0
204673,4
204674,0
204674,5
204675,1
204679,5
204680,1
204680,4
204682,4
204683,0
204685,2
204687,1
204687,2
204688,0
204689,0
204689,4
204690,1
204690,2
204690,3
204690,4
204691,0
204691,1
204691,3
204691,4
204692,0
204692,1
204692,2
204692,3
204693,2
204693,3
204694,1
204694,3
204695,0
204696,1
204697,2
204698,0
204700,2
204702,3
204703,1
204704,1
204708,1
204714,1
204714,3
204714,5
204715,1
204716,1
204716,2
204718,4
204719,0
204721,1
204722,0
204722,1
204723,2
204723,3
204727,2
204728,0
204742,1
204743,3
204752,1
204752,2
204753,0
204753,1
204754,1
204754,2
204755,0
204755,2
204756,1
204757,1
204758,0
204758,1
204759,1
204759,2
204760,1
204762,1
204764,3
204765,0
204765,2
204767,4
204768,0
204769,4
204773,5
204774,1
204774,4
204774,5
204775,0
204779,1
204781,1
204781,2
204782,0
204783,0
204783,3
204784,0
204784,1
204784,2
204784,3
204785,0
204785,1
204785,2
204785,3
204785,4
204786,0
204786,1
204786,2
204787,2
204788,2
204789,0
204790,1
204791,2
204792,0
204796,2
204798,1
204802,1
204808,0
204808,1
204810,1
204810,2
204812,1
204815,1
204816,0
204816,1
204817,1
204821,2
204822,0
204837,1
204845,1
204846,1
204846,2
204847,0
204847,1
204848,1
204848,2
204849,0
204849,2
204850,1
204851,1
204852,0
204853,1
204853,2
204854,0
204856,1
204860,0
204862,3
204863,0
204867,0
204867,2
204868,0
204870,4
204871,0
204873,1
204875,1
204875,2
204876,0
204877,0
204877,1
204877,2
204878,0
204878,1
204878,2
204878,3
204879,0
204879,1
204879,2
204880,0
204880,1
204881,2
204882,1
204882,2
204883,0
204884,1
204885,1
204885,2
204886,0
204890,1
204902,1
204902,2
204903,0
204904,1
204904,2
204905,2
204906,0
204909,1
204910,0
204910,1
204911,1
204915,2
204916,0
204931,1
204937,1
204939,1
204940,1
204940,2
204941,0
204941,1
204942,1
204942,2
204943,0
204943,2
204945,1
204946,0
204947,1
204950,1
204954,0
204961,0
204961,2
204962,0
204964,2
204965,0
204969,1
204969,2
204970,0
204971,0
204971,1
204971,2
204972,0
204972,1
204972,2
204973,0
204973,1
204973,2
204974,0
204974,1
204976,2
204977,0
204978,1
204979,1
204979,2
204980,0
204981,1
204984,1
204996,1
204996,2
204997,0
204998,1
204998,2
204999,2
205000,0
205003,1
205004,0
205004,1
205005,1
205009,0
205009,2
205010,0
205011,2
205012,0
205024,1
205025,1
205030,1
205034,1
205034,2
205035,0
205035,1
205036,1
205036,2
205037,0
205037,2
205039,1
205040,0
205041,1
205044,1
205055,2
205056,0
205058,2
205059,0
205062,2
205063,1
205063,2
205064,0
205064,1
205065,0
205065,1
205065,2
205066,0
205066,1
205066,2
205067,0
205067,1
205067,2
205068,0
205068,1
205069,2
205070,2
205071,0
205072,1
205073,1
205073,2
205074,0
205078,1
205090,1
205092,1
205092,2
205097,1
205098,0
205098,1
205099,1
205103,2
205104,0
205105,2
205106,0
205119,1
205126,2
205128,1
205128,2
205129,0
205129,1
205130,1
205130,2
205131,0
205131,2
205132,1
205134,0
205135,1
205137,0
205138,1
205143,2
205144,2
205145,0
205149,0
205149,2
205150,0
205152,2
205153,0
205157,1
205157,2
205158,0
205159,0
205159,1
205159,2
205160,0
205160,1
205160,2
205161,0
205161,1
205161,2
205162,0
205162,1
205163,2
205164,1
205164,2
205165,0
205166,1
205167,1
205167,2
205168,0
205169,1
205172,1
205173,1
205174,1
205184,1
205186,1
205186,2
205191,1
205192,0
205192,1
205193,1
205197,2
205198,0
205209,1
205213,1
205222,1
205222,2
205223,0
205223,1
205224,1
205224,2
205225,0
205225,2
205226,1
205227,1
205228,0
205229,1
205232,1
205237,2
205239,2
205240,0
205243,2
205244,0
205250,2
205251,1
205251,2
205252,0
205253,0
205253,1
205253,2
205254,0
205254,1
205255,1
205255,2
205256,0
205256,1
205258,2
205259,0
205259,2
205260,0
205261,1
205261,2
205262,0
205266,1
205268,1
205278,1
205280,1
205280,2
205284,2
205285,0
205285,1
205286,0
205286,1
205287,1
205287,2
205291,2
205292,0
205293,2
205294,0
205295,2
205303,1
205307,1
205316,1
205316,2
205317,0
205317,1
205318,1
205318,2
205319,0
205319,2
205321,1
205322,0
205323,1
205331,2
205332,2
205333,0
205337,0
205337,2
205338,0
205344,2
205345,1
205345,2
205346,0
205346,1
205347,0
205347,1
205347,2
205348,0
